"obtained","prob_obtained","unobtained","prob_unobtained","gambleid","user_pick","user_ER"
-32,0.2,8,0.8,"p10","CD",-34
-32,0.2,8,0.8,"p10","CD",-50
-32,0.2,8,0.8,"p10","CD",-28
-32,0.2,8,0.8,"p11","CD",-48
-32,0.2,8,0.8,"p11","CD",-28
-32,0.2,8,0.8,"p11","CD",-50
-32,0.2,8,0.8,"p11","CD",-50
-32,0.2,8,0.8,"p11","CD",-50
-32,0.2,8,0.8,"p11","CD",-30
-32,0.2,8,0.8,"p11","CD",-45
-32,0.2,8,0.8,"p11","CD",-36
-32,0.2,8,0.8,"p11","CD",-9
-32,0.5,8,0.5,"p12","CD",-40
-32,0.2,-8,0.8,"p13","CD",-50
-32,0.2,-8,0.8,"p13","CD",-49
-32,0.2,-8,0.8,"p13","CD",-18
-32,0.2,-8,0.8,"p13","CD",-40
-32,0.2,-8,0.8,"p13","CD",-22
-32,0.2,-8,0.8,"p14","CD",-20
-32,0.2,-8,0.8,"p14","CD",-50
-32,0.2,-8,0.8,"p14","CD",-49
-32,0.2,-8,0.8,"p14","CD",-9
-32,0.2,-8,0.8,"p14","CD",-48
-32,0.2,-8,0.8,"p14","CD",-30
-32,0.2,-8,0.8,"p14","CD",-49
-32,0.2,-8,0.8,"p14","CD",-50
-32,0.2,-8,0.8,"p14","CD",-13
-32,0.2,-8,0.8,"p14","CD",-50
-32,0.2,-8,0.8,"p14","CD",-50
-32,0.2,-8,0.8,"p14","CD",-21
-32,0.5,-8,0.5,"p15","CD",-28
-32,0.5,-8,0.5,"p15","CD",-49
-32,0.5,-8,0.5,"p15","CD",-30
-32,0.5,-8,0.5,"p15","CD",-6
-32,0.5,-8,0.5,"p15","CD",-23
-32,0.5,-8,0.5,"p15","CD",-37
-32,0.5,-8,0.5,"p15","CD",-16
-32,0.5,-8,0.5,"p15","CD",-50
-32,0.5,-8,0.5,"p15","CD",-43
-32,0.5,-8,0.5,"p15","CD",-9
-32,0.2,-8,0.8,"p16","CD",-32
-32,0.2,-8,0.8,"p17","CD",-50
-32,0.2,-8,0.8,"p17","CD",-10
-32,0.2,-8,0.8,"p17","CD",-22
-32,0.2,-8,0.8,"p17","CD",-30
-32,0.2,-8,0.8,"p17","CD",-40
-32,0.2,-8,0.8,"p17","CD",-48
-32,0.2,-8,0.8,"p17","CD",-50
-32,0.2,-8,0.8,"p17","CD",-43
-32,0.2,-8,0.8,"p17","CD",-10
-32,0.2,-8,0.8,"p17","CD",-40
-32,0.5,-8,0.5,"p18","CD",-29
-32,0.5,-8,0.5,"p18","CD",-32
-32,0.5,-8,0.5,"p18","CD",-31
-32,0.2,8,0.8,"p19","CD",-49
-32,0.2,8,0.8,"p19","CD",-19
-32,0.2,8,0.8,"p19","CD",-50
-32,0.2,8,0.8,"p19","CD",16
-32,0.2,8,0.8,"p19","CD",11
-32,0.2,8,0.8,"p20","CD",-50
-32,0.2,8,0.8,"p20","CD",-32
-32,0.2,8,0.8,"p20","CD",-33
-32,0.2,8,0.8,"p20","CD",-29
-32,0.2,8,0.8,"p20","CD",-39
-32,0.2,8,0.8,"p20","CD",-50
-32,0.2,8,0.8,"p20","CD",-50
-32,0.2,8,0.8,"p20","CD",-41
-32,0.2,8,0.8,"p20","CD",-30
-32,0.2,8,0.8,"p20","CD",-49
-32,0.2,8,0.8,"p20","CD",-19
-32,0.2,8,0.8,"p20","CD",-50
-32,0.2,8,0.8,"p20","CD",-18
-32,0.2,8,0.8,"p20","CD",-50
-32,0.2,8,0.8,"p20","CD",-21
-32,0.5,8,0.5,"p21","CD",-50
-32,0.5,8,0.5,"p21","CD",-19
-32,0.5,8,0.5,"p21","CD",-20
-32,0.5,8,0.5,"p21","CD",-10
-32,0.5,8,0.5,"p21","CD",-14
-32,0.5,8,0.5,"p21","CD",-30
-32,0.5,8,0.5,"p21","CD",-29
-32,0.5,8,0.5,"p21","CD",-34
-8,0.2,8,0.8,"p22","CD",-25
-8,0.2,8,0.8,"p22","CD",-30
-8,0.2,8,0.8,"p23","CD",-10
-8,0.2,8,0.8,"p23","CD",-30
-8,0.2,8,0.8,"p23","CD",-50
-8,0.2,8,0.8,"p23","CD",-29
-8,0.2,8,0.8,"p23","CD",-5
-8,0.2,8,0.8,"p23","CD",-4
-8,0.2,8,0.8,"p23","CD",-9
-8,0.2,8,0.8,"p23","CD",-16
-8,0.2,8,0.8,"p23","CD",-19
-8,0.2,8,0.8,"p23","CD",1
-8,0.5,8,0.5,"p24","CD",-23
-8,0.5,8,0.5,"p24","CD",-14
-8,0.5,8,0.5,"p24","CD",-19
-8,0.5,8,0.5,"p24","CD",-10
-8,0.5,8,0.5,"p24","CD",-40
-8,0.8,8,0.2,"p28","CD",-6
-8,0.8,8,0.2,"p28","CD",-39
-8,0.8,8,0.2,"p28","CD",-4
-8,0.8,8,0.2,"p28","CD",-8
-8,0.8,8,0.2,"p28","CD",-15
-8,0.8,8,0.2,"p28","CD",-28
-8,0.8,8,0.2,"p28","CD",-14
-8,0.8,8,0.2,"p28","CD",-8
-8,0.8,8,0.2,"p28","CD",-10
-8,0.8,8,0.2,"p28","CD",-8
-8,0.5,8,0.5,"p29","CD",-5
-8,0.5,8,0.5,"p29","CD",-40
-8,0.5,8,0.5,"p29","CD",-17
-8,0.5,8,0.5,"p29","CD",-6
-8,0.5,8,0.5,"p29","CD",-10
-8,0.5,8,0.5,"p29","CD",-42
-8,0.5,8,0.5,"p29","CD",-14
-8,0.5,8,0.5,"p29","CD",-15
-8,0.5,8,0.5,"p29","CD",-21
-8,0.5,8,0.5,"p29","CD",7
-8,0.5,8,0.5,"p29","CD",-10
-8,0.5,8,0.5,"p29","CD",-8
-8,0.5,8,0.5,"p29","CD",-13
-8,0.5,8,0.5,"p29","CD",1
-8,0.2,8,0.8,"p30","CD",-36
-8,0.2,8,0.8,"p30","CD",-30
-8,0.2,8,0.8,"p30","CD",-49
-8,0.2,8,0.8,"p30","CD",-39
-8,0.2,8,0.8,"p30","CD",-16
-8,0.2,8,0.8,"p30","CD",-50
-8,0.2,8,0.8,"p30","CD",-2
-8,0.2,8,0.8,"p30","CD",-19
-8,0.2,8,0.8,"p30","CD",-19
-8,0.2,8,0.8,"p30","CD",-15
-8,0.2,8,0.8,"p30","CD",-20
-8,0.2,8,0.8,"p30","CD",-17
-8,0.2,8,0.8,"p30","CD",-40
-8,0.2,8,0.8,"p30","CD",-23
-8,0.2,8,0.8,"p30","CD",-40
-8,0.2,8,0.8,"p30","CD",-25
-8,0.2,8,0.8,"p30","CD",7
-8,0.2,8,0.8,"p30","CD",-31
-8,0.2,8,0.8,"p30","CD",-18
-8,0.8,8,0.2,"p31","CD",-11
-8,0.8,8,0.2,"p31","CD",-10
-8,0.8,8,0.2,"p31","CD",1
-8,0.8,8,0.2,"p31","CD",14
-8,0.5,8,0.5,"p32","CD",9
-8,0.5,8,0.5,"p32","CD",-10
-8,0.5,8,0.5,"p32","CD",-6
-8,0.5,8,0.5,"p32","CD",-7
-8,0.5,8,0.5,"p32","CD",-10
-8,0.5,8,0.5,"p32","CD",-10
-8,0.5,8,0.5,"p32","CD",-11
-8,0.2,8,0.8,"p33","CD",-30
-8,0.2,8,0.8,"p33","CD",-30
-8,0.2,8,0.8,"p33","CD",-18
-8,0.2,8,0.8,"p33","CD",-19
-8,0.2,8,0.8,"p33","CD",-20
-8,0.2,8,0.8,"p33","CD",-19
-8,0.2,8,0.8,"p33","CD",-35
-8,0.2,8,0.8,"p33","CD",-29
-8,0.2,8,0.8,"p33","CD",0
-8,0.2,8,0.8,"p33","CD",21
-8,0.2,8,0.8,"p33","CD",-16
-8,0.2,8,0.8,"p33","CD",-9
-8,0.8,8,0.2,"p34","CD",-18
-8,0.8,8,0.2,"p34","CD",-10
-8,0.8,8,0.2,"p34","CD",20
-8,0.5,8,0.5,"p35","CD",-6
-8,0.5,8,0.5,"p35","CD",-10
-8,0.2,8,0.8,"p36","CD",32
-8,0.2,8,0.8,"p36","CD",-19
-8,0.2,8,0.8,"p36","CD",-9
-8,0.2,8,0.8,"p36","CD",-20
-8,0.2,8,0.8,"p36","CD",-10
-8,0.2,8,0.8,"p36","CD",-9
